,OccupancyDateTime,PaidOccupancy
208,2023-12-08 05:20:00,2.6
209,2023-12-08 05:25:00,2.6
210,2023-12-08 05:30:00,2.6
211,2023-12-08 05:35:00,2.6
212,2023-12-08 05:40:00,2.6
213,2023-12-08 05:45:00,2.6
214,2023-12-08 05:50:00,2.6
215,2023-12-08 05:55:00,2.6
216,2023-12-08 06:00:00,2.6
217,2023-12-08 06:05:00,2.6
218,2023-12-08 06:10:00,2.6
219,2023-12-08 06:15:00,2.6
220,2023-12-08 06:20:00,2.6
221,2023-12-08 06:25:00,2.6
222,2023-12-08 06:30:00,2.6
223,2023-12-08 06:35:00,2.6
224,2023-12-08 06:40:00,2.6
225,2023-12-08 06:45:00,2.6
226,2023-12-08 06:50:00,2.6
227,2023-12-08 06:55:00,2.6
228,2023-12-08 07:00:00,2.6
229,2023-12-08 07:05:00,2.6
230,2023-12-08 07:10:00,2.6
231,2023-12-08 07:15:00,2.6
232,2023-12-08 07:20:00,2.6
233,2023-12-08 07:25:00,2.6
234,2023-12-08 07:30:00,2.6
235,2023-12-08 07:35:00,2.6
236,2023-12-08 07:40:00,2.6
237,2023-12-08 07:45:00,2.6
238,2023-12-08 07:50:00,2.6
239,2023-12-08 07:55:00,2.6
240,2023-12-08 08:00:00,0.0
241,2023-12-08 08:05:00,0.0
242,2023-12-08 08:10:00,0.0
243,2023-12-08 08:15:00,0.0
244,2023-12-08 08:20:00,0.0
245,2023-12-08 08:25:00,0.0
246,2023-12-08 08:30:00,0.0
247,2023-12-08 08:35:00,0.0
248,2023-12-08 08:40:00,0.0
249,2023-12-08 08:45:00,0.0
250,2023-12-08 08:50:00,0.0
251,2023-12-08 08:55:00,0.0
252,2023-12-08 09:00:00,0.0
253,2023-12-08 09:05:00,0.0
254,2023-12-08 09:10:00,0.0
255,2023-12-08 09:15:00,0.0
256,2023-12-08 09:20:00,0.0
257,2023-12-08 09:25:00,0.0
258,2023-12-08 09:30:00,0.0
259,2023-12-08 09:35:00,0.0
260,2023-12-08 09:40:00,0.0
261,2023-12-08 09:45:00,0.0
262,2023-12-08 09:50:00,0.0
263,2023-12-08 09:55:00,0.0
264,2023-12-08 10:00:00,1.0
265,2023-12-08 10:05:00,1.0
266,2023-12-08 10:10:00,1.0
267,2023-12-08 10:15:00,1.0
268,2023-12-08 10:20:00,1.0
269,2023-12-08 10:25:00,1.0
270,2023-12-08 10:30:00,1.0
271,2023-12-08 10:35:00,1.0
272,2023-12-08 10:40:00,1.0
273,2023-12-08 10:45:00,1.0
274,2023-12-08 10:50:00,1.0
275,2023-12-08 10:55:00,1.0
276,2023-12-08 11:00:00,2.0
277,2023-12-08 11:05:00,2.0
278,2023-12-08 11:10:00,2.6
279,2023-12-08 11:15:00,3.0
280,2023-12-08 11:20:00,3.0
281,2023-12-08 11:25:00,5.5
282,2023-12-08 11:30:00,2.8
283,2023-12-08 11:35:00,2.7
284,2023-12-08 11:40:00,2.8
285,2023-12-08 11:45:00,3.0
286,2023-12-08 11:50:00,3.0
287,2023-12-08 11:55:00,3.0
288,2023-12-08 12:00:00,1.2
289,2023-12-08 12:05:00,1.4
290,2023-12-08 12:10:00,2.0
291,2023-12-08 12:15:00,2.0
292,2023-12-08 12:20:00,2.0
293,2023-12-08 12:25:00,2.0
294,2023-12-08 12:30:00,2.0
295,2023-12-08 12:35:00,2.0
296,2023-12-08 12:40:00,2.0
297,2023-12-08 12:45:00,2.6
298,2023-12-08 12:50:00,3.0
299,2023-12-08 12:55:00,3.0
300,2023-12-08 13:00:00,2.2
301,2023-12-08 13:05:00,2.0
302,2023-12-08 13:10:00,2.0
303,2023-12-08 13:15:00,2.0
304,2023-12-08 13:20:00,2.8
305,2023-12-08 13:25:00,3.0
306,2023-12-08 13:30:00,2.9
307,2023-12-08 13:35:00,2.9
308,2023-12-08 13:40:00,3.0
309,2023-12-08 13:45:00,2.6
310,2023-12-08 13:50:00,1.4
311,2023-12-08 13:55:00,1.0
312,2023-12-08 14:00:00,0.2
313,2023-12-08 14:05:00,0.0
314,2023-12-08 14:10:00,0.0
315,2023-12-08 14:15:00,0.0
316,2023-12-08 14:20:00,0.2
317,2023-12-08 14:25:00,1.0
318,2023-12-08 14:30:00,1.0
319,2023-12-08 14:35:00,1.0
320,2023-12-08 14:40:00,1.0
321,2023-12-08 14:45:00,0.0
322,2023-12-08 14:50:00,0.0
323,2023-12-08 14:55:00,0.0
324,2023-12-08 15:00:00,1.0
325,2023-12-08 15:05:00,2.2
326,2023-12-08 15:10:00,2.5
327,2023-12-08 15:15:00,4.5
328,2023-12-08 15:20:00,2.3
329,2023-12-08 15:25:00,2.2
330,2023-12-08 15:30:00,5.5
331,2023-12-08 15:35:00,2.8
332,2023-12-08 15:40:00,3.0
333,2023-12-08 15:45:00,3.0
334,2023-12-08 15:50:00,3.0
335,2023-12-08 15:55:00,3.0
336,2023-12-08 16:00:00,3.0
337,2023-12-08 16:05:00,3.0
338,2023-12-08 16:10:00,3.0
339,2023-12-08 16:15:00,3.0
340,2023-12-08 16:20:00,3.0
341,2023-12-08 16:25:00,2.7
342,2023-12-08 16:30:00,2.966666666666667
343,2023-12-08 16:35:00,2.6333333333333333
344,2023-12-08 16:40:00,2.7
345,2023-12-08 16:45:00,3.9
346,2023-12-08 16:50:00,2.9
347,2023-12-08 16:55:00,0.8
348,2023-12-08 17:00:00,2.9
349,2023-12-08 17:05:00,2.0
350,2023-12-08 17:10:00,2.0
351,2023-12-08 17:15:00,2.0
352,2023-12-08 17:20:00,2.0
353,2023-12-08 17:25:00,2.8
354,2023-12-08 17:30:00,3.3
355,2023-12-08 17:35:00,2.0
356,2023-12-08 17:40:00,2.3
357,2023-12-08 17:45:00,2.4
358,2023-12-08 17:50:00,2.1
359,2023-12-08 17:55:00,2.0
360,2023-12-08 18:00:00,2.0
361,2023-12-08 18:05:00,2.0
362,2023-12-08 18:10:00,2.0
363,2023-12-08 18:15:00,2.0
364,2023-12-08 18:20:00,2.0
365,2023-12-08 18:25:00,2.0
366,2023-12-08 18:30:00,2.0
367,2023-12-08 18:35:00,2.0
368,2023-12-08 18:40:00,2.0
369,2023-12-08 18:45:00,2.0
370,2023-12-08 18:50:00,2.0
371,2023-12-08 18:55:00,2.0
372,2023-12-08 19:00:00,2.0
373,2023-12-08 19:05:00,2.0
374,2023-12-08 19:10:00,2.0
375,2023-12-08 19:15:00,2.0
376,2023-12-08 19:20:00,2.0
377,2023-12-08 19:25:00,2.0
378,2023-12-08 19:30:00,2.0
379,2023-12-08 19:35:00,2.0
380,2023-12-08 19:40:00,2.0
381,2023-12-08 19:45:00,2.0
382,2023-12-08 19:50:00,2.0
383,2023-12-08 19:55:00,2.0
384,2023-12-08 20:00:00,2.0
385,2023-12-08 20:05:00,2.0
386,2023-12-08 20:10:00,2.0
387,2023-12-08 20:15:00,2.0
388,2023-12-08 20:20:00,2.0
389,2023-12-08 20:25:00,2.0
390,2023-12-08 20:30:00,2.0
391,2023-12-08 20:35:00,2.0
392,2023-12-08 20:40:00,2.0
393,2023-12-08 20:45:00,2.0
394,2023-12-08 20:50:00,2.0
395,2023-12-08 20:55:00,2.0
396,2023-12-08 21:00:00,2.0
397,2023-12-08 21:05:00,2.0
398,2023-12-08 21:10:00,2.0
399,2023-12-08 21:15:00,2.0
400,2023-12-08 21:20:00,2.0
401,2023-12-08 21:25:00,2.0
402,2023-12-08 21:30:00,2.0
403,2023-12-08 21:35:00,2.0
404,2023-12-08 21:40:00,2.0
405,2023-12-08 21:45:00,2.0
406,2023-12-08 21:50:00,2.0
407,2023-12-08 21:55:00,2.0
408,2023-12-08 22:00:00,2.0
409,2023-12-08 22:05:00,2.0
410,2023-12-08 22:10:00,2.0
411,2023-12-08 22:15:00,2.0
412,2023-12-08 22:20:00,2.0
413,2023-12-08 22:25:00,2.0
414,2023-12-08 22:30:00,2.0
415,2023-12-08 22:35:00,2.0
416,2023-12-08 22:40:00,2.0
417,2023-12-08 22:45:00,2.0
418,2023-12-08 22:50:00,2.0
419,2023-12-08 22:55:00,2.0
420,2023-12-08 23:00:00,2.0
421,2023-12-08 23:05:00,2.0
422,2023-12-08 23:10:00,2.0
423,2023-12-08 23:15:00,2.0
424,2023-12-08 23:20:00,2.0
425,2023-12-08 23:25:00,2.0
426,2023-12-08 23:30:00,2.0
427,2023-12-08 23:35:00,2.0
428,2023-12-08 23:40:00,2.0
429,2023-12-08 23:45:00,2.0
430,2023-12-08 23:50:00,2.0
431,2023-12-08 23:55:00,2.0
432,2023-12-09 00:00:00,2.0
433,2023-12-09 00:05:00,2.0
434,2023-12-09 00:10:00,2.0
435,2023-12-09 00:15:00,2.0
436,2023-12-09 00:20:00,2.0
437,2023-12-09 00:25:00,2.0
438,2023-12-09 00:30:00,2.0
439,2023-12-09 00:35:00,2.0
440,2023-12-09 00:40:00,2.0
441,2023-12-09 00:45:00,2.0
442,2023-12-09 00:50:00,2.0
443,2023-12-09 00:55:00,2.0
444,2023-12-09 01:00:00,2.0
445,2023-12-09 01:05:00,2.0
446,2023-12-09 01:10:00,2.0
447,2023-12-09 01:15:00,2.0
448,2023-12-09 01:20:00,2.0
449,2023-12-09 01:25:00,2.0
450,2023-12-09 01:30:00,2.0
451,2023-12-09 01:35:00,2.0
452,2023-12-09 01:40:00,2.0
453,2023-12-09 01:45:00,2.0
454,2023-12-09 01:50:00,2.0
455,2023-12-09 01:55:00,2.0
456,2023-12-09 02:00:00,2.0
457,2023-12-09 02:05:00,2.0
458,2023-12-09 02:10:00,2.0
459,2023-12-09 02:15:00,2.0
460,2023-12-09 02:20:00,2.0
461,2023-12-09 02:25:00,2.0
462,2023-12-09 02:30:00,2.0
463,2023-12-09 02:35:00,2.0
464,2023-12-09 02:40:00,2.0
465,2023-12-09 02:45:00,2.0
466,2023-12-09 02:50:00,2.0
467,2023-12-09 02:55:00,2.0
468,2023-12-09 03:00:00,2.0
469,2023-12-09 03:05:00,2.0
470,2023-12-09 03:10:00,2.0
471,2023-12-09 03:15:00,2.0
472,2023-12-09 03:20:00,2.0
473,2023-12-09 03:25:00,2.0
474,2023-12-09 03:30:00,2.0
475,2023-12-09 03:35:00,2.0
476,2023-12-09 03:40:00,2.0
477,2023-12-09 03:45:00,2.0
478,2023-12-09 03:50:00,2.0
479,2023-12-09 03:55:00,2.0
480,2023-12-09 04:00:00,2.0
481,2023-12-09 04:05:00,2.0
482,2023-12-09 04:10:00,2.0
483,2023-12-09 04:15:00,2.0
484,2023-12-09 04:20:00,2.0
485,2023-12-09 04:25:00,2.0
486,2023-12-09 04:30:00,2.0
487,2023-12-09 04:35:00,2.0
488,2023-12-09 04:40:00,2.0
489,2023-12-09 04:45:00,2.0
490,2023-12-09 04:50:00,2.0
491,2023-12-09 04:55:00,2.0
492,2023-12-09 05:00:00,2.0
493,2023-12-09 05:05:00,2.0
494,2023-12-09 05:10:00,2.0
495,2023-12-09 05:15:00,2.0
496,2023-12-09 05:20:00,2.0
497,2023-12-09 05:25:00,2.0
498,2023-12-09 05:30:00,2.0
499,2023-12-09 05:35:00,2.0
500,2023-12-09 05:40:00,2.0
501,2023-12-09 05:45:00,2.0
502,2023-12-09 05:50:00,2.0
503,2023-12-09 05:55:00,2.0
504,2023-12-09 06:00:00,2.0
505,2023-12-09 06:05:00,2.0
506,2023-12-09 06:10:00,2.0
507,2023-12-09 06:15:00,2.0
508,2023-12-09 06:20:00,2.0
509,2023-12-09 06:25:00,2.0
510,2023-12-09 06:30:00,2.0
511,2023-12-09 06:35:00,2.0
512,2023-12-09 06:40:00,2.0
513,2023-12-09 06:45:00,2.0
514,2023-12-09 06:50:00,2.0
515,2023-12-09 06:55:00,2.0
516,2023-12-09 07:00:00,2.0
517,2023-12-09 07:05:00,2.0
518,2023-12-09 07:10:00,2.0
519,2023-12-09 07:15:00,2.0
520,2023-12-09 07:20:00,2.0
521,2023-12-09 07:25:00,2.0
522,2023-12-09 07:30:00,2.0
523,2023-12-09 07:35:00,2.0
524,2023-12-09 07:40:00,2.0
525,2023-12-09 07:45:00,2.0
526,2023-12-09 07:50:00,2.0
527,2023-12-09 07:55:00,2.0
528,2023-12-09 08:00:00,1.0
529,2023-12-09 08:05:00,1.0
530,2023-12-09 08:10:00,1.0
531,2023-12-09 08:15:00,1.0
532,2023-12-09 08:20:00,1.0
533,2023-12-09 08:25:00,1.0
534,2023-12-09 08:30:00,1.0
535,2023-12-09 08:35:00,1.0
536,2023-12-09 08:40:00,1.0
537,2023-12-09 08:45:00,1.0
538,2023-12-09 08:50:00,1.8
539,2023-12-09 08:55:00,2.0
540,2023-12-09 09:00:00,1.2
541,2023-12-09 09:05:00,1.0
542,2023-12-09 09:10:00,1.0
543,2023-12-09 09:15:00,1.0
544,2023-12-09 09:20:00,1.0
545,2023-12-09 09:25:00,1.0
546,2023-12-09 09:30:00,1.0
547,2023-12-09 09:35:00,1.0
548,2023-12-09 09:40:00,1.0
549,2023-12-09 09:45:00,1.0
550,2023-12-09 09:50:00,0.4
551,2023-12-09 09:55:00,0.0
552,2023-12-09 10:00:00,0.0
553,2023-12-09 10:05:00,0.0
554,2023-12-09 10:10:00,0.0
555,2023-12-09 10:15:00,0.0
556,2023-12-09 10:20:00,0.0
557,2023-12-09 10:25:00,0.0
558,2023-12-09 10:30:00,0.0
559,2023-12-09 10:35:00,0.0
560,2023-12-09 10:40:00,0.0
561,2023-12-09 10:45:00,0.0
562,2023-12-09 10:50:00,0.0
563,2023-12-09 10:55:00,0.0
564,2023-12-09 11:00:00,0.0
565,2023-12-09 11:05:00,0.0
566,2023-12-09 11:10:00,0.0
567,2023-12-09 11:15:00,0.0
568,2023-12-09 11:20:00,0.0
569,2023-12-09 11:25:00,0.0
570,2023-12-09 11:30:00,0.0
571,2023-12-09 11:35:00,0.0
572,2023-12-09 11:40:00,0.0
573,2023-12-09 11:45:00,0.0
574,2023-12-09 11:50:00,0.4
575,2023-12-09 11:55:00,1.0
576,2023-12-09 12:00:00,1.4
577,2023-12-09 12:05:00,2.0
578,2023-12-09 12:10:00,2.0
579,2023-12-09 12:15:00,2.0
580,2023-12-09 12:20:00,2.0
581,2023-12-09 12:25:00,2.0
582,2023-12-09 12:30:00,2.0
583,2023-12-09 12:35:00,2.0
584,2023-12-09 12:40:00,2.0
585,2023-12-09 12:45:00,2.0
586,2023-12-09 12:50:00,2.0
587,2023-12-09 12:55:00,2.0
588,2023-12-09 13:00:00,1.8
589,2023-12-09 13:05:00,1.0
590,2023-12-09 13:10:00,1.0
591,2023-12-09 13:15:00,1.0
592,2023-12-09 13:20:00,1.0
593,2023-12-09 13:25:00,1.0
594,2023-12-09 13:30:00,1.0
595,2023-12-09 13:35:00,1.0
596,2023-12-09 13:40:00,1.0
597,2023-12-09 13:45:00,1.0
598,2023-12-09 13:50:00,0.8
599,2023-12-09 13:55:00,1.0
600,2023-12-09 14:00:00,1.6
601,2023-12-09 14:05:00,2.0
602,2023-12-09 14:10:00,2.6
603,2023-12-09 14:15:00,2.6333333333333333
604,2023-12-09 14:20:00,2.8666666666666667
605,2023-12-09 14:25:00,1.8
606,2023-12-09 14:30:00,3.0
607,2023-12-09 14:35:00,4.7
608,2023-12-09 14:40:00,3.4666666666666672
609,2023-12-09 14:45:00,2.5
610,2023-12-09 14:50:00,2.4
611,2023-12-09 14:55:00,3.0
612,2023-12-09 15:00:00,3.4
613,2023-12-09 15:05:00,3.3
614,2023-12-09 15:10:00,2.6
615,2023-12-09 15:15:00,4.0
616,2023-12-09 15:20:00,3.3
617,2023-12-09 15:25:00,2.6
618,2023-12-09 15:30:00,4.4
619,2023-12-09 15:35:00,2.0
620,2023-12-09 15:40:00,3.4
621,2023-12-09 15:45:00,1.8
622,2023-12-09 15:50:00,4.1
623,2023-12-09 15:55:00,4.133333333333333
624,2023-12-09 16:00:00,2.333333333333333
625,2023-12-09 16:05:00,3.0
626,2023-12-09 16:10:00,2.6
627,2023-12-09 16:15:00,1.2
628,2023-12-09 16:20:00,1.0
629,2023-12-09 16:25:00,1.0
630,2023-12-09 16:30:00,2.6
631,2023-12-09 16:35:00,3.0
632,2023-12-09 16:40:00,3.0
633,2023-12-09 16:45:00,3.0
634,2023-12-09 16:50:00,3.0
635,2023-12-09 16:55:00,3.0
636,2023-12-09 17:00:00,3.0
637,2023-12-09 17:05:00,3.0
638,2023-12-09 17:10:00,3.0
639,2023-12-09 17:15:00,3.0
640,2023-12-09 17:20:00,3.0
641,2023-12-09 17:25:00,2.4
642,2023-12-09 17:30:00,2.0
643,2023-12-09 17:35:00,2.0
644,2023-12-09 17:40:00,1.4
645,2023-12-09 17:45:00,0.4
646,2023-12-09 17:50:00,0.0
647,2023-12-09 17:55:00,0.0
648,2023-12-09 18:00:00,0.0
649,2023-12-09 18:05:00,0.0
650,2023-12-09 18:10:00,0.0
651,2023-12-09 18:15:00,0.0
652,2023-12-09 18:20:00,0.0
653,2023-12-09 18:25:00,0.0
654,2023-12-09 18:30:00,0.0
655,2023-12-09 18:35:00,0.0
656,2023-12-09 18:40:00,0.0
657,2023-12-09 18:45:00,0.0
658,2023-12-09 18:50:00,0.0
659,2023-12-09 18:55:00,0.0
660,2023-12-09 19:00:00,0.0
661,2023-12-09 19:05:00,0.0
662,2023-12-09 19:10:00,0.0
663,2023-12-09 19:15:00,0.0
664,2023-12-09 19:20:00,0.0
665,2023-12-09 19:25:00,0.0
666,2023-12-09 19:30:00,0.0
667,2023-12-09 19:35:00,0.0
668,2023-12-09 19:40:00,0.0
669,2023-12-09 19:45:00,0.0
670,2023-12-09 19:50:00,0.0
671,2023-12-09 19:55:00,0.0
672,2023-12-09 20:00:00,0.0
673,2023-12-09 20:05:00,0.0
674,2023-12-09 20:10:00,0.0
675,2023-12-09 20:15:00,0.0
676,2023-12-09 20:20:00,0.0
677,2023-12-09 20:25:00,0.0
678,2023-12-09 20:30:00,0.0
679,2023-12-09 20:35:00,0.0
680,2023-12-09 20:40:00,0.0
681,2023-12-09 20:45:00,0.0
682,2023-12-09 20:50:00,0.0
683,2023-12-09 20:55:00,0.0
684,2023-12-09 21:00:00,0.0
685,2023-12-09 21:05:00,0.0
686,2023-12-09 21:10:00,0.0
687,2023-12-09 21:15:00,0.0
688,2023-12-09 21:20:00,0.0
689,2023-12-09 21:25:00,0.0
690,2023-12-09 21:30:00,0.0
691,2023-12-09 21:35:00,0.0
692,2023-12-09 21:40:00,0.0
693,2023-12-09 21:45:00,0.0
694,2023-12-09 21:50:00,0.0
695,2023-12-09 21:55:00,0.0
696,2023-12-09 22:00:00,0.0
697,2023-12-09 22:05:00,0.0
698,2023-12-09 22:10:00,0.0
699,2023-12-09 22:15:00,0.0
700,2023-12-09 22:20:00,0.0
701,2023-12-09 22:25:00,0.0
702,2023-12-09 22:30:00,0.0
703,2023-12-09 22:35:00,0.0
704,2023-12-09 22:40:00,0.0
705,2023-12-09 22:45:00,0.0
706,2023-12-09 22:50:00,0.0
707,2023-12-09 22:55:00,0.0
708,2023-12-09 23:00:00,0.0
709,2023-12-09 23:05:00,0.0
710,2023-12-09 23:10:00,0.0
711,2023-12-09 23:15:00,0.0
712,2023-12-09 23:20:00,0.0
713,2023-12-09 23:25:00,0.0
714,2023-12-09 23:30:00,0.0
715,2023-12-09 23:35:00,0.0
716,2023-12-09 23:40:00,0.0
717,2023-12-09 23:45:00,0.0
718,2023-12-09 23:50:00,0.0
719,2023-12-09 23:55:00,0.0
720,2023-12-10 00:00:00,0.0
721,2023-12-10 00:05:00,0.0
722,2023-12-10 00:10:00,0.0
723,2023-12-10 00:15:00,0.0
724,2023-12-10 00:20:00,0.0
725,2023-12-10 00:25:00,0.0
726,2023-12-10 00:30:00,0.0
727,2023-12-10 00:35:00,0.0
728,2023-12-10 00:40:00,0.0
729,2023-12-10 00:45:00,0.0
730,2023-12-10 00:50:00,0.0
